time	x	y
1	0.7317073170731654	117.06240928882437
58	51.835075493612074	33.462989840348335
128	-12.04413472706156	96.16255442670536
191	99.45412311265969	-32.71988388969521
269	793.9953542392567	292.388969521045
347	904.3321718931476	439.84905660377353
410	811.4169570267131	310.96661828737297
473	809.0940766550523	456.1044992743106
536	469.95354239256676	185.5674891146589
598	239.9883855981417	406.177068214804
661	404.91289198606273	148.4121915820029
724	47.18931475029035	201.82293178519592
788	152.88037166085945	136.8011611030479
850	-50.37166085946574	213.43396226415092
911	23.960511033681758	19.529753265602324
975	-108.44367015098723	7.918722786647316
1039	77.38675958188153	113.57910014513789
1100	90.16260162601627	82.22931785195935
1163	195.85365853658539	-18.7866473149492
1224	300.383275261324	137.96226415094338
1278	77.38675958188153	-0.2089985486211898
1352	98.29268292682926	235.49492017416546
1414	248.1184668989547	255.23367198838898
1475	286.44599303135885	124.02902757619738
1538	329.4192799070848	86.87373004354136
1603	352.64808362369337	147.2510885341074
1664	108.74564459930313	590.7924528301887
1729	264.3786295005807	723.1582002902759
1791	241.14982578397212	594.2757619738752
1868	382.8455284552845	387.599419448476
1932	83.19396051103367	708.0638606676343
1993	66.93379790940766	637.2365747460088
2084	90.16260162601627	646.5253991291728
2149	259.732868757259	584.9869375907111
2218	105.26132404181183	644.2031930333818
2295	130.8130081300813	704.5805515239479
2357	90.16260162601627	719.6748911465893
2419	197.0150987224158	602.4034833091437
2482	36.73635307781649	597.7590711175617
2559	-27.14285714285715	517.6429608127721
2620	4.216027874564454	719.6748911465893
2684	198.17653890824621	687.1640058055153
2746	259.732868757259	538.5428156748911
2809	128.49012775842044	702.2583454281568
2870	226.0511033681765	733.6081277213353
2954	401.4285714285714	620.9811320754717
3007	400.267131242741	631.4310595065313
3077	337.5493612078978	653.4920174165458
3131	572.1602787456445	609.3701015965167
3195	564.0301974448316	716.1915820029028
3260	269.0243902439025	602.4034833091437
3317	595.3890824622532	754.5079825834543
3367	570.9988385598142	706.9027576197387
3433	672.0441347270616	582.6647314949201
3494	480.4065040650407	601.2423802612483
3556	540.801393728223	716.1915820029028
3619	737.0847851335656	670.9085631349783
3681	480.4065040650407	682.5195936139334
3730	539.6399535423926	728.9637155297532
3793	327.0963995354239	640.7198838896953
3856	543.1242740998838	768.4412191582004
3920	641.8466898954704	620.9811320754717
3985	583.7746806039489	694.1306240928883
4046	564.0301974448316	854.3628447024673
4113	600.0348432055749	695.2917271407838
4179	662.7526132404181	616.3367198838897
4242	626.7479674796748	882.2293178519594
4306	759.1521486643438	759.1523947750363
4367	600.0348432055749	802.1132075471698
4430	451.37049941927995	699.9361393323659
4491	577.9674796747968	738.2525399129173
4555	572.1602787456445	739.4136429608128
4615	504.79674796747963	650.0087082728593
4677	594.2276422764228	788.1799709724238
4738	512.9268292682927	637.2365747460088
4800	403.7514518002323	668.5863570391873
4862	670.8826945412312	589.6313497822931
4921	582.6132404181185	655.8142235123368
4985	576.8060394889663	781.2133526850508
5048	214.43670150987222	719.6748911465893
5112	155.20325203252034	701.0972423802614
5175	46.02787456445993	705.7416545718434
5240	221.40534262485482	584.9869375907111
5305	23.960511033681758	470.03773584905656
5372	154.04181184668988	359.7329462989841
5436	200.49941927990707	98.48476052249636
5514	143.58885017421602	205.30624092888243
5576	214.43670150987222	112.41799709724236
5634	49.512195121951216	129.8345428156749
5701	270.1858304297329	214.59506531204644
5763	344.51800232288036	39.268505079825836
5822	317.8048780487805	39.268505079825836
5888	323.61207897793264	35.78519593613933
5951	379.36120789779324	83.39042089985486
6016	68.09523809523809	257.55587808418
6074	373.5540069686411	7.918722786647316
6138	221.40534262485482	250.58925979680694
6200	428.1416957026713	82.22931785195935
6262	395.62137049941924	272.6502177068215
6325	420.0116144018583	193.6952104499274
6388	368.9082462253194	-62.90856313497822
6450	479.24506387921025	168.1509433962264
6515	597.7119628339141	46.23512336719884
6575	309.6747967479675	158.8621190130624
6637	356.13240418118465	117.06240928882437
6697	390.9756097560976	125.19013062409287
6765	507.1196283391405	291.2278664731495
6827	639.5238095238095	194.85631349782292
6890	489.69802555168405	156.5399129172714
6955	576.8060394889663	-17.6255442670537
7017	618.6178861788618	199.50072568940493
7081	401.4285714285714	182.08417997097243
7142	574.4831591173054	118.22351233671988
7249	557.0615563298489	288.9056603773585
7313	641.8466898954704	310.96661828737297
7380	679.0127758420441	178.60087082728592
7443	653.4610917537747	83.39042089985486
7506	911.30081300813	52.040638606676346
7566	905.4936120789779	206.46734397677795
7631	611.6492450638792	149.57329462989838
7695	824.1927990708479	54.36284470246734
7755	821.869918699187	169.3120464441219
7822	788.1881533101046	199.50072568940493
7898	748.6991869918699	228.52830188679243
7963	953.1126596980255	154.2177068214804
8024	911.30081300813	117.06240928882437
8089	886.9105691056911	227.36719883889697
8150	999.5702671312428	65.97387518142234
8215	883.4262485481997	258.7169811320755
8280	1032.0905923344947	317.933236574746
8339	771.9279907084785	149.57329462989838
8402	90.16260162601627	285.422351233672
8482	-92.18350754936121	286.58345428156747
8543	123.84436701509871	370.1828737300435
8604	0.7317073170731654	439.84905660377353
8671	5.377468060394884	214.59506531204644
8731	71.57955865272939	306.322206095791
8794	221.40534262485482	294.711175616836
8856	381.6840882694541	211.11175616835993
8920	172.62485481997678	366.69956458635704
8983	311.99767711962835	61.329462989840344
9045	360.77816492450637	155.37880986937589
9107	324.77351916376307	372.5050798258345
9171	462.9849012775842	287.74455732946296
9232	377.03832752613243	36.94629898403483
9297	389.8141695702671	53.20174165457184
9373	473.43786295005805	257.55587808418
9451	689.465737514518	238.97822931785194
9511	767.2822299651568	146.0899854862119
9574	615.1335656213704	306.322206095791
9635	832.3228803716607	190.21190130624092
9697	553.5772357723578	236.65602322206095
9760	503.6353077816492	261.0391872278665
9823	613.9721254355401	100.80696661828736
9882	925.2380952380952	106.61248185776486
9947	684.8199767711964	286.58345428156747
10009	667.3983739837398	177.43976777939042
10071	532.6713124274099	229.68940493468796
10135	720.8246225319396	272.6502177068215
10197	917.1080139372823	147.2510885341074
10261	839.2915214866434	134.47895500725687
10324	756.829268292683	40.42960812772133
10387	740.569105691057	329.544267053701
10464	871.8118466898954	119.38461538461537
10528	849.7444831591173	129.8345428156749
10590	694.1114982578397	164.6676342525399
10652	1107.5842044134727	301.67779390420895
10716	977.5029036004645	129.8345428156749
10779	954.274099883856	155.37880986937589
10839	925.2380952380952	83.39042089985486
10903	978.6643437862949	211.11175616835993
10965	1118.0371660859464	277.29462989840346
11030	1118.0371660859464	153.0566037735849
11091	51.835075493612074	432.88243831640057
11154	-88.69918699186992	312.1277213352685
11215	101.77700348432055	395.7271407837446
11278	194.69221835075493	252.91146589259793
11342	118.03716608594657	229.68940493468796
11407	181.91637630662018	353.9274310595065
11466	167.97909407665503	135.64005805515237
11529	270.1858304297329	179.7619738751814
11594	159.84901277584206	226.20609579100145
11657	163.33333333333334	177.43976777939042
11719	157.52613240418117	265.68359941944846
11783	140.10452961672473	173.9564586357039
11843	464.1463414634146	205.30624092888243
11905	94.80836236933797	212.27285921625545
11972	246.95702671312426	162.3454281567489
12035	193.5307781649245	57.84615384615385
12100	161.01045296167246	276.13352685050796
12162	113.39140534262485	221.56168359941947
12221	426.9802555168409	223.88388969521046
12289	325.9349593495935	244.78374455732944
12349	551.2543554006969	374.82728592162556
12411	663.9140534262485	428.2380261248186
12474	311.99767711962835	201.82293178519592
12537	519.8954703832752	112.41799709724236
12646	462.9849012775842	50.879535558780844
12710	572.1602787456445	334.188679245283
12771	616.2950058072008	276.13352685050796
12839	647.6538908246225	90.35703918722785
12900	410.7200929152149	166.98984034833092
12965	840.4529616724739	291.2278664731495
13023	969.3728222996516	75.26269956458634
13091	639.5238095238095	157.7010159651669
13152	666.2369337979094	258.7169811320755
13212	565.1916376306621	313.288824383164
13277	964.7270615563298	91.51814223512335
13339	684.8199767711964	320.255442670537
13404	536.1556329849013	254.07256894049345
13465	198.17653890824621	229.68940493468796
13531	47.18931475029035	421.27140783744557
13610	243.47270615563298	418.9492017416546
13668	172.62485481997678	130.9956458635704
13734	5.377468060394884	120.54571843251087
13796	163.33333333333334	33.462989840348335
13858	64.6109175377468	344.6386066763425
13921	142.4274099883856	336.510885341074
13984	307.3519163763066	153.0566037735849
14046	217.92102206736354	369.02177068214803
14109	583.7746806039489	16.04644412191582
14168	271.3472706155633	101.96806966618286
14235	-21.335656213705	293.5500725689405
14297	152.88037166085945	319.0943396226415
14357	93.64692218350756	319.0943396226415
14422	-15.52845528455285	119.38461538461537
14483	184.23925667828107	117.06240928882437
14547	148.23461091753774	214.59506531204644
14606	-103.7979094076655	230.85050798258345
14667	-23.65853658536586	194.85631349782292
14731	267.862950058072	241.30043541364296
14796	190.0464576074332	-3.692307692307692
14857	35.57491289198605	166.98984034833092
14920	558.2229965156794	99.64586357039187
14983	402.5900116144018	320.255442670537
15057	387.49128919860624	326.0609579100145
15119	279.4773519163763	171.63425253991292
15185	298.0603948896632	169.3120464441219
15247	595.3890824622532	219.23947750362842
15307	594.2276422764228	121.70682148040638
15372	488.5365853658536	251.75036284470247
15432	679.0127758420441	238.97822931785194
15499	588.4204413472705	242.46153846153845
15573	584.9361207897794	62.49056603773585
15636	809.0940766550523	306.322206095791
