time	x	y
131775	258.3203125	629.5496264674493
131801	123.841796875	554.9626467449306
131830	173.2265625	657.9637139807897
131859	334.296875	600.247598719317
131894	171.70703125	665.9551760939167
131921	227.169921875	668.6189967982924
131950	330.498046875	563.8420490928495
131995	283.392578125	697.0330843116328
132023	329.73828125	613.5667022411953
132072	313.0234375	653.5240128068303
132096	232.48828125	609.1270010672358
132125	332.77734375	676.6104589114194
132149	210.455078125	668.6189967982924
132174	278.833984375	676.6104589114194
132197	241.60546875	608.239060832444
132224	273.515625	622.4461045891142
132252	249.203125	617.1184631803628
132276	585.01953125	751.1974386339381
132301	161.0703125	678.3863393810032
132329	250.72265625	697.9210245464247
132359	314.54296875	631.3255069370331
132393	336.576171875	629.5496264674493
132420	344.93359375	682.8260405549627
132448	303.146484375	670.3948772678762
132485	231.728515625	620.6702241195304
132517	91.171875	830.2241195304163
132544	79.015625	855.974386339381
132594	350.251953125	976.7342582710779
132627	249.962890625	793.8185699039487
132660	-57.7421875	640.204909284952
132687	-200.578125	757.4130202774813
132715	-87.373046875	618.8943436499467
132744	-16.71484375	710.3521878335112
132772	73.697265625	531.8762006403415
132799	-223.37109375	595.8078975453575
132827	-223.37109375	595.8078975453575
132856	113.96484375	478.59978655282816
132881	120.04296875	328.5378868729989
115631	317.58203125	375.59871931696904
115660	648.080078125	393.35752401280683
115695	541.712890625	337.41728922091784
115730	619.208984375	420.88367129135537
115761	658.716796875	371.1590181430096
115785	572.103515625	427.09925293489863
115814	691.38671875	381.81430096051224
115863	461.177734375	459.0651013874066
115897	556.1484375	499.0224119530416
115926	462.697265625	386.2540021344717
115961	464.9765625	460.84098185699037
115989	487.76953125	452.84951974386337
116044	597.935546875	454.62540021344716
116077	600.974609375	363.1675560298826
116107	481.69140625	331.2017075773746
116136	572.86328125	356.9519743863394
116165	645.80078125	372.9348986125934
116201	586.5390625	389.80576307363924
116232	492.328125	440.41835645677696
116256	415.591796875	435.09071504802563
116287	554.62890625	447.52187833511204
116313	554.62890625	447.52187833511204
116339	475.61328125	403.12486659551763
116366	385.9609375	499.0224119530416
116394	626.806640625	473.27214514407683
116422	628.326171875	512.3415154749199
116449	705.0625	372.0469583778015
116479	532.595703125	416.44397011739596
116511	418.630859375	255.72678762006404
116539	434.5859375	380.9263607257204
116575	512.841796875	390.69370330843117
116616	491.568359375	674.8345784418357
116646	644.28125	877.2849519743863
116695	433.06640625	941.2166488794023
116727	507.5234375	997.1568836712913
116755	533.35546875	969.6307363927427
116786	414.83203125	974.0704375667023
116814	633.64453125	766.2924226254001
118349	1068.990234375	-32.85378868729989
118377	1287.04296875	45.28495197438634
118413	951.2265625	97.67342582710779
118440	1070.509765625	115.43223052294557
118468	1132.810546875	39.069370330843114
118496	1046.197265625	-66.59551760939168
118525	1144.20703125	69.25933831376734
118552	795.474609375	-36.40554962646745
118589	993.7734375	-121.64781216648879
118616	1037.83984375	52.388473852721454
118642	957.3046875	116.32017075773746
118670	1105.458984375	-26.63820704375667
118698	1100.900390625	-64.8196371398079
118723	977.818359375	-112.7684098185699
118759	1155.603515625	107.44076840981857
118810	882.84765625	-10.655282817502668
118836	1081.90625	160.71718249733192
118864	989.974609375	-17.75880469583778
118890	1032.521484375	92.34578441835646
118915	1085.705078125	138.5186766275347
118961	1100.900390625	127.86339381003202
119006	1059.11328125	118.98399146211312
119031	985.416015625	-15.094983991462113
119078	1070.509765625	52.388473852721454
119115	1100.900390625	55.940234791889004
119144	1138.12890625	31.965848452508006
119167	1121.4140625	42.62113127001067
119194	1072.029296875	55.940234791889004
119223	975.5390625	123.42369263607257
119248	1156.36328125	108.32870864461046
119276	996.052734375	33.74172892209178
119311	1074.30859375	295.68409818569904
119344	1070.509765625	85.24226254002134
119373	1164.720703125	88.7940234791889
119401	1164.720703125	88.7940234791889
119426	1270.328125	43.50907150480256
119454	1247.53515625	2.663820704375667
119481	1247.53515625	2.663820704375667
119509	954.265625	49.72465314834578
119534	1244.49609375	55.940234791889004
121053	28.87109375	612.6787620064034
121078	77.49609375	564.7299893276414
121102	-60.78125	562.0661686232658
121130	219.572265625	227.31270010672358
121161	299.34765625	356.0640341515475
121185	476.373046875	861.3020277481323
121214	227.169921875	527.4364994663821
121243	201.337890625	470.60832443970116
121270	129.16015625	535.4279615795091
121304	67.619140625	415.55602988260404
121336	299.34765625	283.2529348986126
121365	234.767578125	320.5464247598719
121396	265.158203125	232.64034151547492
121424	-19.75390625	134.96691568836712
121453	-126.12109375	94.12166488794023
121478	-126.12109375	94.12166488794023
121503	61.541015625	103.00106723585913
121530	202.09765625	108.32870864461046
121559	48.625	206.00213447171825
121584	53.18359375	313.44290288153684
121610	53.18359375	313.44290288153684
121634	205.896484375	237.08004268943435
121660	21.2734375	195.34685165421558
121696	-9.876953125	285.91675560298825
121729	281.11328125	257.5026680896478
121753	-188.421875	145.6221985058698
121780	121.5625	204.22625400213448
121828	166.388671875	295.68409818569904
121856	281.11328125	219.32123799359658
121881	281.11328125	219.32123799359658
121908	200.578125	197.12273212379935
121937	301.626953125	229.97652081109925
121961	180.82421875	249.5112059765208
121994	25.072265625	262.8303094983991
122021	192.220703125	261.0544290288154
122056	-60.021484375	233.5282817502668
122094	16.71484375	49.72465314834578
122118	225.650390625	245.07150480256135
122146	97.25	129.6392742796158
122176	309.224609375	118.09605122732124
123709	901.08203125	712.128068303095
123744	948.947265625	917.2422625400213
123781	1039.359375	935.889007470651
123828	1049.99609375	865.7417289220917
123856	1081.90625	694.3692636072572
123884	1143.447265625	748.5336179295624
123911	1089.50390625	579.8249733191035
123944	974.01953125	522.9967982924226
123970	955.025390625	656.187833511206
123999	939.0703125	524.7726787620064
124027	891.96484375	524.7726787620064
124052	1208.02734375	449.29775880469583
124082	1106.21875	504.35005336179296
124111	827.384765625	392.4695837780149
124144	962.623046875	443.9701173959445
124185	1008.96875	311.66702241195304
124213	890.4453125	419.9957310565635
124244	987.6953125	406.67662753468517
124272	1041.638671875	417.33191035218783
124304	1053.794921875	425.32337246531483
124332	947.427734375	340.0811099252935
124361	994.533203125	332.0896478121665
124388	958.064453125	206.00213447171825
124413	826.625	236.19210245464248
124437	877.529296875	293.0202774813234
124465	847.8984375	300.1237993596585
124498	976.298828125	374.71077908217717
124532	923.115234375	297.45997865528284
124561	872.2109375	277.92529348986125
124586	857.775390625	222.87299893276415
124614	976.298828125	269.93383137673425
124643	832.703125	275.2614727854856
124694	1035.560546875	276.14941302027745
124733	1062.15234375	371.1590181430096
124759	1114.576171875	335.64140875133404
124789	1067.470703125	383.59018143009604
124822	1123.693359375	253.95090715048025
124851	1099.380859375	365.83137673425824
126383	248.443359375	190.90715048025612
126416	328.978515625	263.71824973319104
126443	328.978515625	263.71824973319104
126470	154.9921875	304.5635005336179
126498	194.5	258.3906083244397
126529	281.873046875	256.6147278548559
126557	151.953125	274.3735325506937
126587	151.953125	274.3735325506937
126615	69.138671875	241.5197438633938
126646	35.708984375	233.5282817502668
126678	186.90234375	286.8046958377802
126705	-49.384765625	275.2614727854856
126731	118.5234375	279.70117395944504
126757	24.3125	148.28601921024546
126783	26.591796875	250.39914621131268
126811	-60.78125	234.41622198505868
126843	-70.658203125	229.97652081109925
126895	7.59765625	373.82283884738524
126938	82.0546875	274.3735325506937
126969	110.92578125	287.69263607257204
126997	218.052734375	292.1323372465315
127027	115.484375	309.0032017075774
127053	94.2109375	279.70117395944504
127078	94.2109375	279.70117395944504
127104	116.244140625	323.2102454642476
127130	67.619140625	308.1152614727855
127156	54.703125	156.27748132337246
127192	54.703125	350.73639274279617
127227	40.267578125	165.15688367129135
127256	86.61328125	229.08858057630735
127285	7.59765625	174.03628601921025
127314	-75.9765625	188.24332977588045
127344	-72.9375	90.56990394877268
127368	10.63671875	174.03628601921025
127397	2.279296875	174.92422625400212
127445	57.7421875	236.19210245464248
127495	139.796875	211.32977588046958
127530	-10.63671875	121.64781216648879
129053	1055.314453125	982.0618996798293
129083	1025.68359375	918.1302027748133
129109	1038.599609375	838.2155816435433
129137	856.255859375	742.3180362860192
129165	870.69140625	673.0586979722518
129192	987.6953125	649.9722518676627
129220	1075.068359375	686.3778014941302
129253	1067.470703125	737.8783351120597
129279	1038.599609375	650.8601921024547
129304	1050.755859375	649.0843116328708
129338	1015.806640625	638.4290288153682
129371	1070.509765625	760.9647812166488
129399	1033.28125	678.3863393810032
129429	913.998046875	671.2828175026681
129478	767.36328125	580.7129135538954
129515	974.01953125	588.7043756670224
129561	923.115234375	709.4642475987193
129589	937.55078125	608.239060832444
129613	856.255859375	616.230522945571
129641	1015.046875	610.0149413020278
129665	1001.37109375	616.230522945571
129695	877.529296875	623.3340448239061
129728	850.9375	628.6616862326574
129766	997.572265625	610.9028815368197
129798	1084.185546875	687.2657417289221
129827	888.92578125	578.0490928495198
129855	937.55078125	583.3767342582711
129880	1044.677734375	595.8078975453575
129929	1023.404296875	622.4461045891142
129968	997.572265625	617.1184631803628
129993	1021.884765625	605.5752401280683
130018	980.857421875	626.8858057630737
130056	1101.66015625	643.7566702241195
130083	912.478515625	641.9807897545357
130128	1044.677734375	700.5848452508004
130169	779.51953125	637.5410885805763
130196	1083.42578125	628.6616862326574
130244	1058.353515625	602.0234791889008
