time	x	y
120219	925.39453125	692.0533333333334
120277	978.578125	564.0533333333334
120334	932.232421875	674.9866666666667
120375	895.763671875	765.44
120410	895.763671875	765.44
120450	1018.845703125	704.0
120484	1018.845703125	704.0
120517	832.703125	826.8800000000001
120550	832.703125	826.8800000000001
120583	911.71875	729.6
120617	918.556640625	753.4933333333333
120650	983.13671875	643.4133333333334
120700	923.115234375	829.44
120731	997.572265625	687.7866666666667
120763	997.572265625	687.7866666666667
120795	955.025390625	624.64
120830	1012.767578125	692.9066666666668
120863	947.427734375	808.96
120896	1010.48828125	713.3866666666667
120928	951.986328125	728.7466666666667
120966	951.986328125	728.7466666666667
121016	922.35546875	762.88
121050	958.82421875	686.9333333333334
121083	1034.041015625	725.3333333333334
121133	878.2890625	944.6400000000001
121166	898.802734375	907.9466666666667
121200	983.13671875	815.7866666666667
121234	983.13671875	815.7866666666667
121283	1098.62109375	909.6533333333334
121316	896.5234375	795.3066666666667
121366	946.66796875	753.4933333333333
104274	63.8203125	154.45333333333335
104328	349.4921875	-258.56
104363	427.748046875	-437.76000000000005
104416	452.060546875	-524.8000000000001
104466	378.36328125	-509.44000000000005
104501	283.392578125	-351.5733333333334
104538	264.3984375	-362.6666666666667
104572	264.3984375	-362.6666666666667
104607	333.537109375	-368.64000000000004
104639	283.392578125	-288.4266666666667
104673	347.212890625	-378.0266666666667
104705	347.212890625	-378.0266666666667
104738	297.828125	-212.48000000000002
104773	357.849609375	-457.3866666666667
104806	357.849609375	-457.3866666666667
104840	287.19140625	-251.73333333333335
104874	287.19140625	-251.73333333333335
104905	286.431640625	-341.33333333333337
104939	286.431640625	-341.33333333333337
104972	286.431640625	-341.33333333333337
105005	380.642578125	-413.8666666666667
105039	380.642578125	-413.8666666666667
105073	455.099609375	-519.6800000000001
105107	455.099609375	-519.6800000000001
105140	349.4921875	-412.16
105173	249.962890625	-152.74666666666667
105206	121.5625	74.24000000000001
105239	216.533203125	-87.04
105273	364.6875	-360.96000000000004
105307	208.935546875	-80.21333333333334
105341	208.935546875	-80.21333333333334
105373	208.935546875	-80.21333333333334
106920	222.611328125	490.6666666666667
106971	202.857421875	301.2266666666667
107004	171.70703125	291.84000000000003
107036	227.9296875	401.92
107069	344.93359375	238.93333333333334
107103	369.24609375	371.20000000000005
107137	273.515625	295.25333333333333
107173	273.515625	295.25333333333333
107206	234.0078125	414.72
107239	173.986328125	452.2666666666667
107276	158.03125	442.88000000000005
107310	222.611328125	215.04000000000002
107343	222.611328125	215.04000000000002
107376	222.611328125	215.04000000000002
107410	274.275390625	407.8933333333334
107442	274.275390625	407.8933333333334
107476	253.001953125	435.20000000000005
107511	274.275390625	218.45333333333335
107545	274.275390625	218.45333333333335
107577	198.298828125	217.60000000000002
107610	198.298828125	217.60000000000002
107642	332.77734375	325.12
107676	332.77734375	325.12
107709	185.3828125	261.12
107749	180.064453125	376.32000000000005
107782	337.3359375	295.25333333333333
107816	331.2578125	215.89333333333335
107849	359.369140625	93.01333333333334
107884	346.453125	176.64000000000001
107916	307.705078125	234.66666666666669
107952	307.705078125	234.66666666666669
107984	72.9375	577.7066666666667
108018	72.9375	577.7066666666667
109559	895.763671875	-36.693333333333335
109610	798.513671875	212.48000000000002
109646	884.3671875	133.12
109678	929.953125	156.16
109711	806.111328125	281.6
109744	820.546875	101.54666666666667
109777	801.552734375	205.65333333333334
109812	800.033203125	147.62666666666667
109846	785.59765625	26.453333333333337
109877	843.33984375	-4.266666666666667
109911	923.875	-33.28
109944	923.875	-33.28
109983	924.634765625	31.573333333333334
110033	892.724609375	166.4
110083	888.166015625	16.213333333333335
110117	1008.208984375	-162.98666666666668
110152	1008.208984375	-162.98666666666668
110184	945.1484375	98.98666666666668
110217	958.82421875	-65.70666666666668
110249	920.8359375	63.14666666666667
110283	876.009765625	53.760000000000005
110316	898.04296875	65.70666666666668
110350	898.04296875	65.70666666666668
110383	829.6640625	55.46666666666667
110433	893.484375	-39.25333333333334
110483	857.775390625	29.013333333333335
110517	951.2265625	-92.16000000000001
110549	878.2890625	-38.400000000000006
110584	922.35546875	18.773333333333333
110618	922.35546875	18.773333333333333
110650	967.181640625	-64.85333333333334
112215	1114.576171875	207.36
112277	1148.005859375	189.44000000000003
112310	1094.0625	190.29333333333335
112343	1094.0625	190.29333333333335
112380	1182.1953125	193.70666666666668
112415	1182.1953125	193.70666666666668
112450	1077.34765625	218.45333333333335
112482	1077.34765625	218.45333333333335
112515	1087.984375	249.17333333333335
112552	1087.984375	249.17333333333335
112584	1056.07421875	238.93333333333334
112618	1056.07421875	238.93333333333334
112653	1125.97265625	295.25333333333333
112686	1125.97265625	295.25333333333333
112718	1087.224609375	258.56
112751	1087.224609375	258.56
112787	1115.3359375	220.16000000000003
112821	1115.3359375	220.16000000000003
112854	1234.619140625	226.13333333333335
112886	1245.255859375	311.4666666666667
112920	1049.99609375	301.2266666666667
112951	1078.8671875	276.48
112984	1112.296875	232.96
113020	1112.296875	232.96
113053	1062.912109375	294.40000000000003
113086	1062.912109375	294.40000000000003
113119	1054.5546875	276.48
113151	1054.5546875	276.48
113200	1118.375	192.0
113236	1151.044921875	252.58666666666667
113272	1151.044921875	252.58666666666667
113304	1022.64453125	252.58666666666667
113336	1091.783203125	183.46666666666667
114871	404.1953125	571.7333333333333
114920	692.146484375	119.46666666666667
114955	463.45703125	211.6266666666667
114986	392.0390625	570.88
115022	271.236328125	496.64000000000004
115057	449.78125	560.64
115095	449.78125	560.64
115131	489.2890625	581.9733333333334
115164	489.2890625	581.9733333333334
115199	556.908203125	364.37333333333333
115250	431.546875	477.8666666666667
115285	431.546875	477.8666666666667
115319	419.390625	517.9733333333334
115353	419.390625	517.9733333333334
115386	384.44140625	536.7466666666667
115421	384.44140625	536.7466666666667
115453	458.138671875	402.77333333333337
115488	458.138671875	402.77333333333337
115523	499.92578125	477.8666666666667
115556	499.92578125	477.8666666666667
115589	464.9765625	387.41333333333336
115624	464.9765625	387.41333333333336
115656	619.96875	284.16
115691	619.96875	284.16
115725	480.171875	513.7066666666667
115757	480.171875	513.7066666666667
115789	537.154296875	331.09333333333336
115819	537.154296875	331.09333333333336
115852	468.775390625	640.8533333333334
115886	468.775390625	640.8533333333334
115920	633.64453125	351.5733333333334
115954	490.048828125	527.36
115987	468.775390625	482.1333333333334
117527	309.984375	545.2800000000001
117575	187.662109375	734.72
117610	187.662109375	734.72
117641	230.96875	683.5200000000001
117675	253.001953125	619.5200000000001
117707	185.3828125	647.6800000000001
117750	201.337890625	896.8533333333334
117781	256.80078125	835.4133333333334
117815	186.142578125	749.2266666666667
117851	152.712890625	886.6133333333333
117885	152.712890625	886.6133333333333
117917	154.9921875	939.5200000000001
117952	154.9921875	939.5200000000001
117988	196.01953125	784.2133333333334
118025	251.482421875	662.1866666666667
118057	158.03125	930.1333333333334
118090	153.47265625	738.9866666666667
118123	190.701171875	886.6133333333333
118155	190.701171875	886.6133333333333
118187	315.302734375	647.6800000000001
118220	315.302734375	647.6800000000001
118254	287.951171875	777.3866666666668
118287	287.951171875	777.3866666666668
118319	165.62890625	757.7600000000001
118351	165.62890625	757.7600000000001
118382	227.9296875	651.9466666666667
118415	227.9296875	651.9466666666667
118447	283.392578125	509.44000000000005
118500	283.392578125	509.44000000000005
118550	306.185546875	692.9066666666668
118605	287.19140625	727.0400000000001
118652	304.666015625	626.3466666666667
118685	304.666015625	626.3466666666667
